t	z	A	theta	lambda	theta_s	lambda_s
8734000.000000	1.050198	1.540999	-0.960439	-2.576341	-0.403649	2.475567
8735000.000000	1.050217	1.540999	-0.960439	-2.649048	-0.403634	2.402847
8736000.000000	1.050236	1.541000	-0.960438	-2.721755	-0.403619	2.330127
8737000.000000	1.050255	1.541000	-0.960438	-2.794462	-0.403604	2.257407
8738000.000000	1.050275	1.541000	-0.960438	-2.867169	-0.403589	2.184687
8739000.000000	1.050294	1.541000	-0.960438	-2.939876	-0.403574	2.111967
8740000.000000	1.050313	1.541000	-0.960438	-3.012583	-0.403559	2.039247
8741000.000000	1.050332	1.541000	-0.960438	-3.085290	-0.403544	1.966527
8742000.000000	1.050351	1.540999	-0.960438	3.125188	-0.403529	1.893807
8743000.000000	1.050370	1.540999	-0.960438	3.052481	-0.403514	1.821087
8744000.000000	1.050389	1.540999	-0.960438	2.979774	-0.403499	1.748367
8745000.000000	1.050409	1.541000	-0.960437	2.907067	-0.403484	1.675647
8746000.000000	1.050428	1.541000	-0.960437	2.834360	-0.403469	1.602927
8747000.000000	1.050447	1.541000	-0.960437	2.761653	-0.403454	1.530207
8748000.000000	1.050466	1.541000	-0.960437	2.688946	-0.403439	1.457487
8749000.000000	1.050486	1.540999	-0.960437	2.616239	-0.403423	1.384767
8750000.000000	1.050506	1.541000	-0.960437	2.543533	-0.403408	1.312047
8751000.000000	1.050525	1.541000	-0.960437	2.470826	-0.403393	1.239327
8752000.000000	1.050544	1.541000	-0.960437	2.398119	-0.403378	1.166607
8753000.000000	1.050563	1.541000	-0.960437	2.325412	-0.403363	1.093887
8754000.000000	1.050583	1.541000	-0.960436	2.252705	-0.403347	1.021167
8755000.000000	1.050603	1.541000	-0.960436	2.179998	-0.403332	0.948447
8756000.000000	1.050622	1.541000	-0.960436	2.107291	-0.403317	0.875727
8757000.000000	1.050642	1.541000	-0.960436	2.034585	-0.403301	0.803007
8758000.000000	1.050661	1.541000	-0.960436	1.961878	-0.403286	0.730287
8759000.000000	1.050681	1.541000	-0.960436	1.889171	-0.403271	0.657567
8760000.000000	1.050701	1.540999	-0.960436	1.816464	-0.403255	0.584847
8761000.000000	1.050720	1.540999	-0.960436	1.743757	-0.403240	0.512127
8762000.000000	1.050740	1.541000	-0.960436	1.671051	-0.403225	0.439407
8763000.000000	1.050759	1.541000	-0.960435	1.598344	-0.403209	0.366687
8764000.000000	1.050779	1.541000	-0.960435	1.525637	-0.403194	0.293967
8765000.000000	1.050799	1.541000	-0.960435	1.452930	-0.403178	0.221247
8766000.000000	1.050818	1.541000	-0.960435	1.380224	-0.403163	0.148527
8767000.000000	1.050838	1.541000	-0.960435	1.307517	-0.403147	0.075807
8768000.000000	1.050857	1.541000	-0.960435	1.234810	-0.403132	0.003087
8769000.000000	1.050878	1.541000	-0.960435	1.162104	-0.403116	-0.069633
8770000.000000	1.050897	1.541000	-0.960435	1.089397	-0.403101	-0.142353
8771000.000000	1.050917	1.540999	-0.960435	1.016690	-0.403085	-0.215073
8772000.000000	1.050937	1.541001	-0.960434	0.943984	-0.403070	-0.287793
8773000.000000	1.050957	1.541000	-0.960434	0.871277	-0.403054	-0.360513
8774000.000000	1.050976	1.541000	-0.960434	0.798570	-0.403039	-0.433233
8775000.000000	1.050997	1.541000	-0.960434	0.725864	-0.403023	-0.505953
8776000.000000	1.051017	1.540999	-0.960434	0.653157	-0.403007	-0.578673
8777000.000000	1.051036	1.541000	-0.960434	0.580451	-0.402992	-0.651393
8778000.000000	1.051056	1.540999	-0.960434	0.507744	-0.402976	-0.724113
8779000.000000	1.051077	1.541000	-0.960434	0.435038	-0.402960	-0.796833
8780000.000000	1.051097	1.541000	-0.960434	0.362331	-0.402945	-0.869554
8781000.000000	1.051117	1.541000	-0.960433	0.289624	-0.402929	-0.942274
8782000.000000	1.051137	1.541000	-0.960433	0.216918	-0.402913	-1.014994
8783000.000000	1.051157	1.541000	-0.960433	0.144211	-0.402897	-1.087714
8784000.000000	1.051177	1.541001	-0.960433	0.071505	-0.402882	-1.160434
8785000.000000	1.051197	1.541000	-0.960433	-0.001202	-0.402866	-1.233154
8786000.000000	1.051217	1.541000	-0.960433	-0.073908	-0.402850	-1.305874
8787000.000000	1.051237	1.540999	-0.960433	-0.146615	-0.402834	-1.378594
8788000.000000	1.051258	1.540999	-0.960433	-0.219321	-0.402818	-1.451314
8789000.000000	1.051278	1.541000	-0.960433	-0.292027	-0.402803	-1.524034
8790000.000000	1.051297	1.541000	-0.960432	-0.364734	-0.402787	-1.596754
8791000.000000	1.051318	1.541000	-0.960432	-0.437440	-0.402771	-1.669474
8792000.000000	1.051339	1.541000	-0.960432	-0.510147	-0.402755	-1.742195
8793000.000000	1.051359	1.541000	-0.960432	-0.582853	-0.402739	-1.814915
8794000.000000	1.051379	1.541000	-0.960432	-0.655560	-0.402723	-1.887635
8795000.000000	1.051400	1.541000	-0.960432	-0.728266	-0.402707	-1.960355
8796000.000000	1.051420	1.541000	-0.960432	-0.800972	-0.402691	-2.033075
8797000.000000	1.051440	1.540999	-0.960432	-0.873679	-0.402675	-2.105795
8798000.000000	1.051461	1.540999	-0.960432	-0.946385	-0.402659	-2.178515
8799000.000000	1.051481	1.541000	-0.960431	-1.019091	-0.402643	-2.251235
8800000.000000	1.051502	1.541000	-0.960431	-1.091798	-0.402627	-2.323956
8801000.000000	1.051522	1.541000	-0.960431	-1.164504	-0.402611	-2.396676
8802000.000000	1.051543	1.541001	-0.960431	-1.237210	-0.402595	-2.469396
8803000.000000	1.051563	1.541000	-0.960431	-1.309917	-0.402579	-2.542116
8804000.000000	1.051583	1.541000	-0.960431	-1.382623	-0.402563	-2.614836
8805000.000000	1.051604	1.541000	-0.960431	-1.455329	-0.402547	-2.687556
8806000.000000	1.051624	1.541000	-0.960431	-1.528035	-0.402531	-2.760276
8807000.000000	1.051645	1.540999	-0.960431	-1.600742	-0.402514	-2.832996
8808000.000000	1.051666	1.541000	-0.960430	-1.673448	-0.402498	-2.905717
8809000.000000	1.051687	1.541001	-0.960430	-1.746154	-0.402482	-2.978437
8810000.000000	1.051707	1.541001	-0.960430	-1.818860	-0.402466	-3.051157
8811000.000000	1.051728	1.541001	-0.960430	-1.891566	-0.402450	-3.123877
8812000.000000	1.051749	1.541000	-0.960430	-1.964273	-0.402433	3.086588
8813000.000000	1.051769	1.541000	-0.960430	-2.036979	-0.402417	3.013868
8814000.000000	1.051790	1.541000	-0.960430	-2.109685	-0.402401	2.941148
8815000.000000	1.051810	1.541000	-0.960430	-2.182391	-0.402385	2.868428
8816000.000000	1.051832	1.541000	-0.960430	-2.255097	-0.402368	2.795707
8817000.000000	1.051853	1.541001	-0.960429	-2.327803	-0.402352	2.722987
8818000.000000	1.051873	1.541001	-0.960429	-2.400509	-0.402336	2.650267
8819000.000000	1.051894	1.541000	-0.960429	-2.473216	-0.402319	2.577547
8820000.000000	1.051915	1.541000	-0.960429	-2.545922	-0.402303	2.504827
8821000.000000	1.051936	1.541001	-0.960429	-2.618628	-0.402287	2.432106
8822000.000000	1.051957	1.541000	-0.960429	-2.691334	-0.402270	2.359386
8823000.000000	1.051978	1.541000	-0.960429	-2.764040	-0.402254	2.286666
8824000.000000	1.051999	1.541000	-0.960429	-2.836746	-0.402237	2.213946
8825000.000000	1.052019	1.541000	-0.960429	-2.909452	-0.402221	2.141226
8826000.000000	1.052041	1.541001	-0.960428	-2.982158	-0.402204	2.068505
8827000.000000	1.052062	1.541001	-0.960428	-3.054864	-0.402188	1.995785
8828000.000000	1.052083	1.541000	-0.960428	-3.127570	-0.402171	1.923065
8829000.000000	1.052104	1.541000	-0.960428	3.082909	-0.402155	1.850345
8830000.000000	1.052125	1.541000	-0.960428	3.010203	-0.402138	1.777625
8831000.000000	1.052146	1.541001	-0.960428	2.937497	-0.402122	1.704904
8832000.000000	1.052167	1.541000	-0.960428	2.864791	-0.402105	1.632184
8833000.000000	1.052188	1.541000	-0.960428	2.792085	-0.402089	1.559464
8834000.000000	1.052210	1.541000	-0.960428	2.719380	-0.402072	1.486744
8835000.000000	1.052232	1.541001	-0.960428	2.646674	-0.402055	1.414023
8836000.000000	1.052252	1.541001	-0.960427	2.573968	-0.402039	1.341303
8837000.000000	1.052273	1.541001	-0.960427	2.501262	-0.402022	1.268583
8838000.000000	1.052295	1.541000	-0.960427	2.428556	-0.402005	1.195863
8839000.000000	1.052315	1.541000	-0.960427	2.355850	-0.401989	1.123143
8840000.000000	1.052337	1.541001	-0.960427	2.283144	-0.401972	1.050422
8841000.000000	1.052359	1.541000	-0.960427	2.210438	-0.401955	0.977702
8842000.000000	1.052380	1.540999	-0.960427	2.137732	-0.401938	0.904982
8843000.000000	1.052401	1.541000	-0.960427	2.065027	-0.401922	0.832262
8844000.000000	1.052423	1.541001	-0.960427	1.992321	-0.401905	0.759541
8845000.000000	1.052444	1.541001	-0.960426	1.919615	-0.401888	0.686821
8846000.000000	1.052466	1.541000	-0.960426	1.846909	-0.401871	0.614101
8847000.000000	1.052487	1.541000	-0.960426	1.774203	-0.401854	0.541380
8848000.000000	1.052509	1.541001	-0.960426	1.701498	-0.401838	0.468660
8849000.000000	1.052530	1.541001	-0.960426	1.628792	-0.401821	0.395940
8850000.000000	1.052551	1.541000	-0.960426	1.556086	-0.401804	0.323220
8851000.000000	1.052573	1.541000	-0.960426	1.483380	-0.401787	0.250499
8852000.000000	1.052595	1.541001	-0.960426	1.410675	-0.401770	0.177779
8853000.000000	1.052616	1.541000	-0.960426	1.337969	-0.401753	0.105059
8854000.000000	1.052638	1.541001	-0.960425	1.265263	-0.401736	0.032338
8855000.000000	1.052660	1.541001	-0.960425	1.192558	-0.401719	-0.040382
8856000.000000	1.052681	1.541001	-0.960425	1.119852	-0.401702	-0.113102
8857000.000000	1.052703	1.541000	-0.960425	1.047146	-0.401685	-0.185822
8858000.000000	1.052725	1.541000	-0.960425	0.974440	-0.401668	-0.258543
8859000.000000	1.052747	1.541001	-0.960425	0.901735	-0.401651	-0.331263
8860000.000000	1.052768	1.541000	-0.960425	0.829029	-0.401634	-0.403983
8861000.000000	1.052790	1.541001	-0.960425	0.756324	-0.401617	-0.476704
8862000.000000	1.052812	1.541001	-0.960425	0.683618	-0.401600	-0.549424
8863000.000000	1.052833	1.541001	-0.960424	0.610912	-0.401583	-0.622144
8864000.000000	1.052855	1.541002	-0.960424	0.538207	-0.401566	-0.694865
8865000.000000	1.052877	1.541001	-0.960424	0.465501	-0.401549	-0.767585
8866000.000000	1.052899	1.541001	-0.960424	0.392796	-0.401532	-0.840305
8867000.000000	1.052921	1.541001	-0.960424	0.320090	-0.401514	-0.913026
8868000.000000	1.052943	1.541000	-0.960424	0.247384	-0.401497	-0.985746
8869000.000000	1.052965	1.541001	-0.960424	0.174679	-0.401480	-1.058466
8870000.000000	1.052986	1.541001	-0.960424	0.101973	-0.401463	-1.131187
8871000.000000	1.053008	1.541001	-0.960424	0.029268	-0.401446	-1.203907
8872000.000000	1.053030	1.541000	-0.960424	-0.043438	-0.401428	-1.276627
8873000.000000	1.053053	1.541001	-0.960423	-0.116143	-0.401411	-1.349348
8874000.000000	1.053074	1.541001	-0.960423	-0.188849	-0.401394	-1.422068
8875000.000000	1.053097	1.541000	-0.960423	-0.261554	-0.401376	-1.494788
8876000.000000	1.053119	1.541001	-0.960423	-0.334260	-0.401359	-1.567509
8877000.000000	1.053141	1.541001	-0.960423	-0.406965	-0.401342	-1.640229
8878000.000000	1.053163	1.541000	-0.960423	-0.479671	-0.401324	-1.712949
8879000.000000	1.053185	1.541001	-0.960423	-0.552376	-0.401307	-1.785670
8880000.000000	1.053207	1.541001	-0.960423	-0.625081	-0.401290	-1.858390
8881000.000000	1.053230	1.541001	-0.960423	-0.697787	-0.401272	-1.931111
8882000.000000	1.053252	1.541001	-0.960422	-0.770492	-0.401255	-2.003831
8883000.000000	1.053274	1.541000	-0.960422	-0.843198	-0.401237	-2.076551
8884000.000000	1.053296	1.541001	-0.960422	-0.915903	-0.401220	-2.149272
8885000.000000	1.053318	1.541001	-0.960422	-0.988608	-0.401203	-2.221992
8886000.000000	1.053340	1.541000	-0.960422	-1.061314	-0.401185	-2.294712
8887000.000000	1.053363	1.541001	-0.960422	-1.134019	-0.401168	-2.367433
8888000.000000	1.053386	1.541001	-0.960422	-1.206724	-0.401150	-2.440153
8889000.000000	1.053408	1.541000	-0.960422	-1.279430	-0.401132	-2.512874
8890000.000000	1.053430	1.541001	-0.960422	-1.352135	-0.401115	-2.585594
8891000.000000	1.053453	1.541000	-0.960422	-1.424840	-0.401097	-2.658314
8892000.000000	1.053475	1.541001	-0.960421	-1.497546	-0.401080	-2.731035
8893000.000000	1.053497	1.541001	-0.960421	-1.570251	-0.401062	-2.803755
8894000.000000	1.053520	1.541002	-0.960421	-1.642956	-0.401045	-2.876476
8895000.000000	1.053543	1.541001	-0.960421	-1.715661	-0.401027	-2.949196
8896000.000000	1.053565	1.541001	-0.960421	-1.788367	-0.401009	-3.021917
8897000.000000	1.053587	1.541001	-0.960421	-1.861072	-0.400992	-3.094637
8898000.000000	1.053610	1.541001	-0.960421	-1.933777	-0.400974	3.115828
8899000.000000	1.053633	1.541001	-0.960421	-2.006482	-0.400956	3.043107
8900000.000000	1.053656	1.541001	-0.960421	-2.079187	-0.400938	2.970387
8901000.000000	1.053677	1.541001	-0.960420	-2.151893	-0.400921	2.897667
8902000.000000	1.053700	1.541001	-0.960420	-2.224598	-0.400903	2.824946
8903000.000000	1.053723	1.541001	-0.960420	-2.297303	-0.400885	2.752226
8904000.000000	1.053746	1.541001	-0.960420	-2.370008	-0.400867	2.679505
8905000.000000	1.053768	1.541001	-0.960420	-2.442713	-0.400850	2.606785
8906000.000000	1.053792	1.541002	-0.960420	-2.515418	-0.400832	2.534064
8907000.000000	1.053814	1.541000	-0.960420	-2.588124	-0.400814	2.461344
8908000.000000	1.053837	1.541001	-0.960420	-2.660829	-0.400796	2.388623
8909000.000000	1.053860	1.541000	-0.960420	-2.733534	-0.400778	2.315903
8910000.000000	1.053883	1.541001	-0.960420	-2.806239	-0.400760	2.243182
8911000.000000	1.053906	1.541001	-0.960419	-2.878944	-0.400742	2.170462
8912000.000000	1.053927	1.541001	-0.960419	-2.951649	-0.400725	2.097742
8913000.000000	1.053951	1.541002	-0.960419	-3.024354	-0.400707	2.025021
8914000.000000	1.053973	1.541001	-0.960419	-3.097059	-0.400689	1.952301
8915000.000000	1.053996	1.541001	-0.960419	3.113421	-0.400671	1.879580
8916000.000000	1.054019	1.541001	-0.960419	3.040716	-0.400653	1.806860
8917000.000000	1.054042	1.541001	-0.960419	2.968011	-0.400635	1.734139
8918000.000000	1.054065	1.541001	-0.960419	2.895306	-0.400617	1.661419
8919000.000000	1.054088	1.541001	-0.960419	2.822601	-0.400599	1.588698
8920000.000000	1.054111	1.541001	-0.960418	2.749896	-0.400581	1.515978
8921000.000000	1.054134	1.541002	-0.960418	2.677191	-0.400563	1.443257
8922000.000000	1.054158	1.541000	-0.960418	2.604486	-0.400544	1.370537
8923000.000000	1.054181	1.541001	-0.960418	2.531781	-0.400526	1.297816
8924000.000000	1.054204	1.541000	-0.960418	2.459076	-0.400508	1.225096
8925000.000000	1.054227	1.541001	-0.960418	2.386371	-0.400490	1.152375
8926000.000000	1.054250	1.541001	-0.960418	2.313666	-0.400472	1.079654
8927000.000000	1.054273	1.541002	-0.960418	2.240962	-0.400454	1.006934
8928000.000000	1.054297	1.541002	-0.960418	2.168257	-0.400436	0.934213
8929000.000000	1.054320	1.541001	-0.960418	2.095552	-0.400417	0.861493
8930000.000000	1.054343	1.541002	-0.960417	2.022847	-0.400399	0.788772
8931000.000000	1.054366	1.541001	-0.960417	1.950142	-0.400381	0.716052
8932000.000000	1.054389	1.541002	-0.960417	1.877437	-0.400363	0.643331
8933000.000000	1.054413	1.541001	-0.960417	1.804732	-0.400344	0.570611
8934000.000000	1.054436	1.541001	-0.960417	1.732027	-0.400326	0.497890
8935000.000000	1.054459	1.541001	-0.960417	1.659323	-0.400308	0.425170
8936000.000000	1.054483	1.541001	-0.960417	1.586618	-0.400289	0.352449
8937000.000000	1.054506	1.541001	-0.960417	1.513913	-0.400271	0.279729
8938000.000000	1.054529	1.541001	-0.960417	1.441208	-0.400253	0.207008
8939000.000000	1.054553	1.541001	-0.960416	1.368503	-0.400234	0.134287
8940000.000000	1.054577	1.541002	-0.960416	1.295799	-0.400216	0.061567
8941000.000000	1.054600	1.541002	-0.960416	1.223094	-0.400198	-0.011154
8942000.000000	1.054623	1.541001	-0.960416	1.150389	-0.400179	-0.083874
8943000.000000	1.054647	1.541001	-0.960416	1.077684	-0.400161	-0.156595
8944000.000000	1.054671	1.541001	-0.960416	1.004980	-0.400142	-0.229315
8945000.000000	1.054694	1.541001	-0.960416	0.932275	-0.400124	-0.302036
8946000.000000	1.054718	1.541001	-0.960416	0.859570	-0.400105	-0.374757
8947000.000000	1.054741	1.541001	-0.960416	0.786866	-0.400087	-0.447477
8948000.000000	1.054765	1.541001	-0.960416	0.714161	-0.400068	-0.520198
8949000.000000	1.054788	1.541001	-0.960415	0.641456	-0.400050	-0.592918
8950000.000000	1.054813	1.541002	-0.960415	0.568752	-0.400031	-0.665639
8951000.000000	1.054836	1.541002	-0.960415	0.496047	-0.400013	-0.738360
8952000.000000	1.054859	1.541001	-0.960415	0.423342	-0.399994	-0.811080
8953000.000000	1.054884	1.541001	-0.960415	0.350638	-0.399975	-0.883801
8954000.000000	1.054907	1.541001	-0.960415	0.277933	-0.399957	-0.956521
8955000.000000	1.054931	1.541001	-0.960415	0.205228	-0.399938	-1.029242
8956000.000000	1.054954	1.541002	-0.960415	0.132524	-0.399920	-1.101963
8957000.000000	1.054978	1.541001	-0.960415	0.059819	-0.399901	-1.174683
8958000.000000	1.055003	1.541001	-0.960415	-0.012885	-0.399882	-1.247404
8959000.000000	1.055027	1.541002	-0.960414	-0.085590	-0.399863	-1.320125
8960000.000000	1.055050	1.541002	-0.960414	-0.158294	-0.399845	-1.392845
8961000.000000	1.055074	1.541002	-0.960414	-0.230999	-0.399826	-1.465566
8962000.000000	1.055098	1.541002	-0.960414	-0.303703	-0.399807	-1.538287
8963000.000000	1.055122	1.541001	-0.960414	-0.376408	-0.399788	-1.611007
8964000.000000	1.055146	1.541002	-0.960414	-0.449112	-0.399770	-1.683728
8965000.000000	1.055169	1.541001	-0.960414	-0.521817	-0.399751	-1.756448
8966000.000000	1.055194	1.541002	-0.960414	-0.594521	-0.399732	-1.829169
8967000.000000	1.055218	1.541001	-0.960414	-0.667226	-0.399713	-1.901890
8968000.000000	1.055242	1.541001	-0.960414	-0.739930	-0.399694	-1.974610
8969000.000000	1.055266	1.541001	-0.960413	-0.812635	-0.399675	-2.047331
8970000.000000	1.055290	1.541002	-0.960413	-0.885339	-0.399657	-2.120052
8971000.000000	1.055313	1.541001	-0.960413	-0.958044	-0.399638	-2.192772
8972000.000000	1.055338	1.541002	-0.960413	-1.030748	-0.399619	-2.265493
8973000.000000	1.055362	1.541001	-0.960413	-1.103453	-0.399600	-2.338214
8974000.000000	1.055387	1.541002	-0.960413	-1.176157	-0.399581	-2.410935
8975000.000000	1.055411	1.541002	-0.960413	-1.248861	-0.399562	-2.483655
8976000.000000	1.055435	1.541001	-0.960413	-1.321566	-0.399543	-2.556376
8977000.000000	1.055459	1.541002	-0.960413	-1.394270	-0.399524	-2.629097
8978000.000000	1.055483	1.541002	-0.960412	-1.466974	-0.399505	-2.701817
8979000.000000	1.055507	1.541002	-0.960412	-1.539679	-0.399486	-2.774538
8980000.000000	1.055532	1.541002	-0.960412	-1.612383	-0.399467	-2.847259
8981000.000000	1.055555	1.541001	-0.960412	-1.685088	-0.399448	-2.919979
8982000.000000	1.055580	1.541002	-0.960412	-1.757792	-0.399429	-2.992700
8983000.000000	1.055605	1.541001	-0.960412	-1.830496	-0.399409	-3.065421
8984000.000000	1.055630	1.541002	-0.960412	-1.903200	-0.399390	-3.138142
8985000.000000	1.055654	1.541001	-0.960412	-1.975905	-0.399371	3.072323
8986000.000000	1.055678	1.541002	-0.960412	-2.048609	-0.399352	2.999602
8987000.000000	1.055702	1.541001	-0.960412	-2.121313	-0.399333	2.926882
8988000.000000	1.055726	1.541002	-0.960411	-2.194018	-0.399314	2.854161
8989000.000000	1.055752	1.541001	-0.960411	-2.266722	-0.399294	2.781440
8990000.000000	1.055776	1.541002	-0.960411	-2.339426	-0.399275	2.708719
8991000.000000	1.055800	1.541002	-0.960411	-2.412130	-0.399256	2.635999
8992000.000000	1.055825	1.541002	-0.960411	-2.484834	-0.399237	2.563278
8993000.000000	1.055850	1.541001	-0.960411	-2.557539	-0.399217	2.490557
8994000.000000	1.055875	1.541002	-0.960411	-2.630243	-0.399198	2.417836
8995000.000000	1.055899	1.541001	-0.960411	-2.702947	-0.399179	2.345116
8996000.000000	1.055923	1.541002	-0.960411	-2.775651	-0.399160	2.272395
8997000.000000	1.055949	1.541002	-0.960411	-2.848355	-0.399140	2.199674
8998000.000000	1.055973	1.541003	-0.960410	-2.921059	-0.399121	2.126953
8999000.000000	1.055997	1.541002	-0.960410	-2.993764	-0.399102	2.054233
9000000.000000	1.056022	1.541001	-0.960410	-3.066468	-0.399082	1.981512
9001000.000000	1.056047	1.541002	-0.960410	-3.139172	-0.399063	1.908791
9002000.000000	1.056072	1.541001	-0.960410	3.071309	-0.399043	1.836070
9003000.000000	1.056097	1.541002	-0.960410	2.998605	-0.399024	1.763349
9004000.000000	1.056121	1.541001	-0.960410	2.925901	-0.399004	1.690629
9005000.000000	1.056146	1.541001	-0.960410	2.853197	-0.398985	1.617908
9006000.000000	1.056171	1.541001	-0.960410	2.780493	-0.398965	1.545187
9007000.000000	1.056196	1.541002	-0.960410	2.707789	-0.398946	1.472466
9008000.000000	1.056221	1.541002	-0.960409	2.635085	-0.398926	1.399745
9009000.000000	1.056245	1.541002	-0.960409	2.562381	-0.398907	1.327025
9010000.000000	1.056271	1.541002	-0.960409	2.489677	-0.398887	1.254304
9011000.000000	1.056295	1.541002	-0.960409	2.416973	-0.398868	1.181583
9012000.000000	1.056321	1.541002	-0.960409	2.344269	-0.398848	1.108862
9013000.000000	1.056345	1.541003	-0.960409	2.271565	-0.398829	1.036141
9014000.000000	1.056370	1.541002	-0.960409	2.198861	-0.398809	0.963421
9015000.000000	1.056396	1.541001	-0.960409	2.126157	-0.398789	0.890700
9016000.000000	1.056420	1.541002	-0.960409	2.053453	-0.398770	0.817979
9017000.000000	1.056446	1.541002	-0.960409	1.980749	-0.398750	0.745258
9018000.000000	1.056471	1.541002	-0.960408	1.908045	-0.398730	0.672537
9019000.000000	1.056496	1.541003	-0.960408	1.835341	-0.398711	0.599816
9020000.000000	1.056521	1.541002	-0.960408	1.762637	-0.398691	0.527095
9021000.000000	1.056546	1.541001	-0.960408	1.689933	-0.398671	0.454375
9022000.000000	1.056571	1.541001	-0.960408	1.617229	-0.398651	0.381654
9023000.000000	1.056597	1.541003	-0.960408	1.544526	-0.398632	0.308933
9024000.000000	1.056622	1.541002	-0.960408	1.471822	-0.398612	0.236212
9025000.000000	1.056647	1.541002	-0.960408	1.399118	-0.398592	0.163491
9026000.000000	1.056673	1.541002	-0.960408	1.326414	-0.398572	0.090770
9027000.000000	1.056698	1.541002	-0.960408	1.253710	-0.398552	0.018049
9028000.000000	1.056723	1.541001	-0.960407	1.181006	-0.398532	-0.054671
9029000.000000	1.056748	1.541002	-0.960407	1.108302	-0.398513	-0.127392
9030000.000000	1.056774	1.541003	-0.960407	1.035599	-0.398493	-0.200113
9031000.000000	1.056799	1.541002	-0.960407	0.962895	-0.398473	-0.272834
9032000.000000	1.056824	1.541002	-0.960407	0.890191	-0.398453	-0.345555
9033000.000000	1.056850	1.541002	-0.960407	0.817487	-0.398433	-0.418276
9034000.000000	1.056875	1.541002	-0.960407	0.744783	-0.398413	-0.490997
9035000.000000	1.056901	1.541002	-0.960407	0.672080	-0.398393	-0.563718
9036000.000000	1.056927	1.541002	-0.960407	0.599376	-0.398373	-0.636439
9037000.000000	1.056951	1.541001	-0.960407	0.526672	-0.398353	-0.709159
9038000.000000	1.056977	1.541002	-0.960406	0.453968	-0.398333	-0.781880
9039000.000000	1.057003	1.541002	-0.960406	0.381265	-0.398313	-0.854601
9040000.000000	1.057028	1.541002	-0.960406	0.308561	-0.398293	-0.927322
9041000.000000	1.057054	1.541002	-0.960406	0.235857	-0.398273	-1.000043
9042000.000000	1.057080	1.541003	-0.960406	0.163154	-0.398253	-1.072764
9043000.000000	1.057105	1.541002	-0.960406	0.090450	-0.398233	-1.145485
9044000.000000	1.057131	1.541001	-0.960406	0.017746	-0.398212	-1.218206
9045000.000000	1.057157	1.541002	-0.960406	-0.054957	-0.398192	-1.290927
9046000.000000	1.057183	1.541002	-0.960406	-0.127661	-0.398172	-1.363648
9047000.000000	1.057208	1.541002	-0.960406	-0.200365	-0.398152	-1.436369
9048000.000000	1.057234	1.541003	-0.960405	-0.273068	-0.398132	-1.509090
9049000.000000	1.057259	1.541003	-0.960405	-0.345772	-0.398112	-1.581811
9050000.000000	1.057286	1.541002	-0.960405	-0.418476	-0.398091	-1.654532
9051000.000000	1.057311	1.541003	-0.960405	-0.491179	-0.398071	-1.727253
9052000.000000	1.057337	1.541002	-0.960405	-0.563883	-0.398051	-1.799974
9053000.000000	1.057362	1.541002	-0.960405	-0.636586	-0.398031	-1.872694
9054000.000000	1.057389	1.541001	-0.960405	-0.709290	-0.398010	-1.945415
9055000.000000	1.057414	1.541002	-0.960405	-0.781993	-0.397990	-2.018136
9056000.000000	1.057440	1.541002	-0.960405	-0.854697	-0.397970	-2.090857
9057000.000000	1.057466	1.541001	-0.960405	-0.927401	-0.397949	-2.163578
9058000.000000	1.057492	1.541002	-0.960404	-1.000104	-0.397929	-2.236299
9059000.000000	1.057517	1.541002	-0.960404	-1.072808	-0.397909	-2.309020
9060000.000000	1.057544	1.541002	-0.960404	-1.145511	-0.397888	-2.381741
9061000.000000	1.057570	1.541002	-0.960404	-1.218215	-0.397868	-2.454462
9062000.000000	1.057596	1.541002	-0.960404	-1.290918	-0.397847	-2.527183
9063000.000000	1.057622	1.541001	-0.960404	-1.363622	-0.397827	-2.599904
9064000.000000	1.057648	1.541002	-0.960404	-1.436325	-0.397807	-2.672625
9065000.000000	1.057675	1.541002	-0.960404	-1.509028	-0.397786	-2.745346
9066000.000000	1.057700	1.541002	-0.960404	-1.581732	-0.397766	-2.818067
9067000.000000	1.057727	1.541002	-0.960404	-1.654435	-0.397745	-2.890788
9068000.000000	1.057752	1.541002	-0.960403	-1.727139	-0.397725	-2.963509
9069000.000000	1.057779	1.541002	-0.960403	-1.799842	-0.397704	-3.036230
9070000.000000	1.057805	1.541001	-0.960403	-1.872546	-0.397683	-3.108951
9071000.000000	1.057831	1.541002	-0.960403	-1.945249	-0.397663	3.101513
9072000.000000	1.057858	1.541002	-0.960403	-2.017952	-0.397642	3.028792
9073000.000000	1.057883	1.541002	-0.960403	-2.090656	-0.397622	2.956071
9074000.000000	1.057910	1.541002	-0.960403	-2.163359	-0.397601	2.883350
9075000.000000	1.057937	1.541002	-0.960403	-2.236062	-0.397580	2.810629
9076000.000000	1.057962	1.541002	-0.960403	-2.308766	-0.397560	2.737908
9077000.000000	1.057989	1.541002	-0.960403	-2.381469	-0.397539	2.665187
9078000.000000	1.058016	1.541002	-0.960403	-2.454172	-0.397518	2.592465
9079000.000000	1.058042	1.541003	-0.960402	-2.526876	-0.397498	2.519744
9080000.000000	1.058069	1.541003	-0.960402	-2.599579	-0.397477	2.447023
9081000.000000	1.058095	1.541003	-0.960402	-2.672282	-0.397456	2.374302
9082000.000000	1.058121	1.541003	-0.960402	-2.744986	-0.397436	2.301581
